,K,X1,X2,bias,variance
352,6.0,0.0,20.0,-1.0407719503764852,14.823824769365665
353,4.0,0.0,30.0,-0.14883760442877683,15.746136280169363
354,10.0,0.0,40.0,0.12917990084179484,22.709284446873752
355,4.0,0.0,50.0,-0.01867520253013379,22.19424513146072
356,4.0,0.0,60.0,0.6534116551919742,16.86447371052794
357,10.0,0.0,70.0,-0.5668155365923324,17.13048326126766
358,3.0,0.0,80.0,0.29495108022752814,12.438188890986469
359,8.0,0.0,90.0,0.6172617365088394,13.231663326029553
360,4.0,0.0,0.0,0.448142631276942,16.79661809627322
361,10.0,0.0,10.0,-0.5218978723847474,16.986556367841693
362,10.0,0.0,20.0,0.00279584754140962,11.405001157874189
363,4.0,0.0,30.0,0.1893302433315949,13.56975501686196
364,3.0,0.0,40.0,1.5000200563461603,16.301241260418422
365,7.0,0.0,50.0,-0.26859792738104593,13.310525569587435
366,4.0,0.0,60.0,0.22050316510360293,16.144006370657323
367,2.0,0.0,70.0,0.00954545274662616,24.647929213162513
368,3.0,0.0,80.0,-0.7834226048586382,10.538730721402429
369,10.0,0.0,90.0,-0.8872330001287921,16.453014220436426
370,5.0,0.0,0.0,-0.45401262334296927,22.203775244654885
371,4.0,0.0,10.0,0.28296423902556445,22.994184287853805
372,3.0,0.0,20.0,-0.2486679249757694,14.78957387881831
373,6.0,0.0,30.0,0.35651045365655165,11.075421532585574
374,1.0,0.0,40.0,0.25318789959689175,23.319865770653813
375,8.0,0.0,50.0,0.7829660076175025,20.252091699757695
376,9.0,0.0,60.0,0.6395442340394811,19.606460961816445
377,1.0,0.0,70.0,0.8623233851250748,14.10549499614965
378,9.0,0.0,80.0,-0.7452151475353852,14.8989517598166
379,8.0,0.0,90.0,0.05494779284629827,15.51930862118146
380,9.0,0.0,0.0,-0.00039181504387755,11.333701344108633
381,2.0,0.0,10.0,0.2171127975851357,21.666465324072192
382,9.0,0.0,20.0,0.3234116511342043,22.644601213225226
383,9.0,0.0,30.0,-0.2172662614401323,23.92716810623689
384,4.0,0.0,40.0,-0.2687435909332515,18.084487490879237
385,10.0,0.0,50.0,0.36954213985442447,16.35445909597493
386,10.0,0.0,60.0,0.5220515469021151,10.490329268620462
387,7.0,0.0,70.0,0.8229164589238761,13.09736047547633
388,3.0,0.0,80.0,0.13816986590141947,12.651137571433324
389,4.0,0.0,90.0,0.3034263653481432,21.985476998713835
390,10.0,0.0,0.0,0.956264735610524,15.048032992308013
391,7.0,0.0,10.0,-0.53543549274909,11.935232231172808
392,2.0,0.0,20.0,-0.6438966034154577,21.469057322915333
393,3.0,0.0,30.0,0.6674748863223652,24.02204846869399
394,2.0,0.0,40.0,0.18982829469940937,19.25226648138279
395,9.0,0.0,50.0,0.09801932061894132,13.919236770800069
396,8.0,0.0,60.0,0.6696734113345085,13.032823442668631
397,3.0,0.0,70.0,-0.2314661469788021,18.432098711328734
398,5.0,0.0,80.0,-0.4429029083283407,14.908470553152238
399,8.0,0.0,90.0,0.3683383418330322,10.140893324334325
400,10.0,0.0,0.0,-0.17023120039018058,13.213130282570368
401,2.0,0.0,10.0,-0.5456808592375811,19.092639865338903
402,10.0,0.0,20.0,-0.2410715872641236,13.012651666930765
403,8.0,0.0,30.0,0.18194027709587823,20.55264428730048
404,9.0,0.0,40.0,0.1728820028798835,21.21197789468225
405,1.0,0.0,50.0,-0.26142283755469625,14.217266507552605
406,3.0,0.0,60.0,-0.3097553296172808,15.511702168505032
407,2.0,0.0,70.0,0.22663760623545784,21.19326583935963
408,3.0,0.0,80.0,-0.33330724423266606,20.377297993423664
409,1.0,0.0,90.0,-0.01775691180553996,22.535602499467547
410,7.0,0.0,0.0,0.1040758036930533,17.553309195818805
411,9.0,0.0,10.0,-0.8880975460820814,20.732406387367337
412,6.0,0.0,20.0,-0.2404357241209246,15.295630185615464
413,8.0,0.0,30.0,0.445515480938354,13.48349127701007
414,6.0,0.0,40.0,0.11656566286858223,16.93503052702807
415,2.0,0.0,50.0,0.7894025780349863,11.551468926922762
416,4.0,0.0,60.0,-0.2441760771950523,11.034623730883572
417,10.0,0.0,70.0,0.8351916965654224,19.54743479950836
418,3.0,0.0,80.0,0.13837524096492182,20.45712717126065
419,2.0,0.0,90.0,0.20352272038424657,19.109994270810112
420,10.0,0.0,0.0,0.1767402193554563,23.152870108717437
421,6.0,0.0,10.0,-0.17250047486186382,23.35234017020805
422,10.0,0.0,20.0,-0.25240081479729426,14.614263648859614
423,2.0,0.0,30.0,-0.3511191646471569,18.007024393292042
424,1.0,0.0,40.0,-0.12084290836673792,13.79688882925038
425,4.0,0.0,50.0,-0.3732614417984617,12.271024540738022
426,7.0,0.0,60.0,-0.225953980420438,18.35195961916751
427,3.0,0.0,70.0,-0.03877222687591312,12.381134120677842
428,8.0,0.0,80.0,0.9432599862337862,15.066175880411691
429,3.0,0.0,90.0,0.3884897206181764,16.74219898849893
430,3.0,0.0,0.0,0.2376937818988408,19.520668470412986
431,9.0,0.0,10.0,-0.6000418259811494,23.496045345985912
432,1.0,0.0,20.0,0.47293906223159854,24.993348864841717
433,1.0,0.0,30.0,0.20940178539392756,22.72575017663148
434,8.0,0.0,40.0,0.02665688233166395,20.785562156431705
435,1.0,0.0,50.0,-0.11765749122558213,22.327748855028677
436,10.0,0.0,60.0,0.31682707259305287,17.329177667995793
437,10.0,0.0,70.0,-0.459943154883893,22.632806339275596
438,2.0,0.0,80.0,-0.05255188214054013,17.614161435171077
439,3.0,0.0,90.0,-0.5908728677802344,13.04970969487042
440,5.0,0.0,0.0,-0.4541755380235915,13.226507247191584
441,10.0,0.0,10.0,-0.0603973230993055,12.057113407111558
442,10.0,0.0,20.0,0.2228705743508633,12.806935002656925
443,9.0,0.0,30.0,-0.16602982362168783,12.45893754021183
444,6.0,0.0,40.0,0.7025474052772954,22.099230830263807
445,6.0,0.0,50.0,0.095390007570208,20.631048190424007
446,2.0,0.0,60.0,0.3727723029020442,18.763976251985284
